,text_id,sent_id,sent,is_requirement
807,36,26,The position is available right away as we are prepared to move forward fairly quickly upon identifying the right candidate.  ,0
808,36,27,Qualified candidates please apply for immediate consideration.  ,0
809,36,28,Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c#,0
810,37,0,"The Accion  story began more than 100 years ago in the Austin,Tx with one family owned establishment.",0
811,37,1,"Today, Accion  has grown into a nationwide Organazation with over 260 stores.",0
812,37,2,Accion success is attributed to our unique niche in the market offering current   finance option at competitive prices paired with customer service and a personal shopping experience.,0
813,37,3,Join the Accion story today!,0
814,37,4,Interface with customers via inbound or outbound calls or the Internet for the purpose of resolving routine problems with products or services.,0
815,37,5,"Greet customers in a courteous, friendly, and professional manner using agreed upon procedures.",0
816,37,6,Listen attentively to customer needs and concerns; demonstrate empathyClarify customer requirements; probe for and confirm understanding of requirements or problemMeet customer requirements through first contact resolutionConfirm customer understanding of the solution and provide additional customer education as neededPrepare complete and accurate work and update customer fileCommunicate effectively with individuals/teams in the program to ensure high quality and timely expedition of customer requestsEffectively transfer misdirected customer requests to an appropriate party.,0
817,37,7,Contribute ideas on ways to resolve problems to better serve the customer and/or improve productivityParticipate in activities designed to improve customer satisfaction and business performanceOccasionally use decision-support tools to answer questionsSolve problems that are sometimes unstructured and that may require reliance on conceptual thinkingOffer solutions to issues that are often non-standard/non-routine and require some clarificationMaintain broad knowledge of client products and services,0
818,37,8,"Knowledge of basic computer operationsWillingness to rotate shifts, as neededAbility to learnCourteous with strong customer service orientationDependable with proficient attention to detailMust be flexible with the ability to adapt to changes quickly and think conceptuallyPossess insight into self and othersSolid problem solving skillsSome technical knowledgeExcellent Customer Service SkillsStrong written, verbal and organization skillsSuperior time management and prioritization skillsProficiency with navigating through multiple systemsTyping skillsExcellent listening and responding skillsAbility to learn on the fly, listen and apply problem solving skillsMinimum of High School Diploma / GED",1
819,37,9,Excellent BenefitsStrong Performance IncentivesExceptional Growth OpportunityIndustry Leading TrainingInbound Calls Only,0
820,38,0,"We're hiring!AvenueStory is a concept driven by people, a team that thrives by delivering results, making people happy and achieving targets.",0
821,38,1,"We always need talented individuals to help us grow, develop and improve our service.",0
822,38,2,"If this sounds a bit like you, we invite you to be part of our international and dynamic team.",0
823,38,3,"Avenue Story offers chic apartment accommodation in Paris and London for leisure and business short term stays - a redefined travel experience, enabling guests to stay in unique surroundings and explore each city like a local.",0
824,38,4,"Our offer also include personalized local concierge service, helping each guest plan all stages of their trip. ",0
825,38,5,See what we do here.        ,0
826,38,6,An exciting opportunity for a marketing assistant has arisen to join our fast growing London start-up.,0
827,38,7,Your strategic thinking and hands on approach will directly influence our company's online and offline exposure and sales figures. ,0
828,38,8,"With particular focus on USA, Australia and Brazil as primary markets, the successful marketing assistant will immediately spot shortcomings in our existing marketing strategy and implement an inspiring, forward thinking, ambitious plan. ",0
829,38,9,The scope &amp; remit of the role will include but not be limited to:          - To take charge of all our active distribution channels and updating each channel on a live basis          - Promote last minute and advanced occupancy           - Following a set format of uploading properties onto advertising channels          - Researching further channels of distribution and etablishing partnerships          -,0
830,38,10,"Analyse what advertising channels are performing and not performing quickly and efficiently          - Inputting specific promotional rates dependant on an apartments availability          - Research and update what’s coming up in London and Paris on AvenueStory’s website.          - To work with the Social Media and Content Executive to write posts, find new articles and images to be shared via our                     social media channels.          - Write property and area descriptions to allow clients to feel what it would be like to stay in an AvenueStory apartment.",0
831,38,11,"Additional activities:Help with proofing any copy that is written for brochures, website and social media channels.",0
832,38,12,"Working with the marketing team to brainstorm ideas to promote AvenueStory to future clients, travel agents and potential owners of apartments that fit the AvenueStory brand.",0
833,38,13,"Attending exhibitions to promote AvenueStoryHelping with day to day administrative dutiesAbove all, enthusiasm and creativity is key.",0
834,38,14,"Our product is not one for the faint hearted and part of our existing efforts include educating our consumers, partners and property owners of our forward thinking business model in accordance with industry trends. ",0
835,38,15,"The position requires a highly motivated, bright and committed individual who thrives in a dynamic and challenging environment and is results driven.",0
836,38,16,You’ll be committed to getting maximum value from every communications opportunity.,0
837,38,17,An entrepreneurial approach to marketing - that fine balance between creative genius and commercial hustler.,1
838,38,18,Any previous experience gained in a similar role within the travel industry would be beneficial.,1
839,38,19,Evidence of contribution towards successful new customer acquisition initiatives in a previous role. ,1
840,38,20,"You will need to have strong communication, commercial, organisational and analytical skills too.",1
841,38,21,"A second European language, French could also be useful although is not essential. ",1
842,38,22,"Creative and conceptual thinker, with excellent communication and project management skills. ",1
843,38,23,"Educated to degree level, the ideal candidate for this role will have at least 1 year of experience in a similiar environment, be well versed in web analytics and customer feedback tools such as Tripadvisor and be confident in influencing customer segments. ",1
844,38,24,Ability to effectively multi-task and prioritize tasks efficiently and consistently in a fast-paced environment.,1
845,38,25,A passion for travel with an eye for Paris &amp; London and the holiday rental self catering accommodation market. ,1
846,38,26,"Ability to motivate, inspire and relate to our consumer base easily. ",1
847,38,27,Strong interpersonal skills with the ability to work effectively and collaboratively with departments across the organisation.,1
848,38,28,Able to work independently and within a team. ,1
849,38,29,"Good sense of design, style and creativityPractical SEO, Wordpress, HTML and Graphic Design Knowledge idealExperience developing brand messaging that works on both an emotional and rational levelDemonstrated ability to increase productivity and continuously improve methods, approaches, and departmental contribution",1
850,38,30,"Working within a small, young dynamic team in a rapidly expanding start-up, almost too much responsibility at times.",0
851,38,31,"Occasional trips to Paris, event invitations and more. ",0
852,38,32,Salary: up to 21K per annum + excellent benefits.    ,0
853,39,0,"The Accion  story began more than 100 years ago in the Austin,Tx with one family owned establishment.",0
854,39,1,"Today, Accion  has grown into a nationwide Organazation with over 260 stores.",0
855,39,2,Accion success is attributed to our unique niche in the market offering current   finance option at competitive prices paired with customer service and a personal shopping experience.,0
856,39,3,Join the Accion story today!,0
857,39,4,Accion  is currently seeking a professional individual enthusiastic about customer service and fashion.,0
858,39,5,We are looking for someone focused on creating an exceptional customer service and shopping experience for our Accion customer.    ,0
859,39,6,"Responsibilities:Welcome and greet customers, modeling a positive customer service spirit, exhibiting a friendly and helpful attitude with customers and associates.",0
860,39,7,Answer customer questions regarding products and services; assist customers with buying decisions.,0
861,39,8,Operate cash registers to complete customer transactions.,0
862,39,9,Display merchandise and maintain a clean shopping area to maximize store appeal.,0
863,39,10,Assist in the receiving and of new merchandise from vendors.,0
864,39,11,Prepare merchandise for the selling floor.,0
865,39,12,Assist in minimizing loss of company assets.,0
866,39,13,Contribute to team efforts.  ,0
867,39,14,1 year applicable retail/customer service work experience is a plus. ,1
868,39,15,Enjoys teamwork and encourages cooperation while working with others. ,1
869,39,16,Demonstratedability to communicate effectively. ,1
870,39,17,Attentionto detail and accuracy. ,1
871,39,18,"Light-to-moderate physical effort required; Sitting, standing and walking will constitute 90% or more of a work shift to include stooping, kneeling and lifting. ",1
872,39,19,"Abilityto work a flexible work schedule, including some nights and weekends",1
873,39,20,"401k , healthcare program,dental insurance, life insurance  lots of benefits",0
874,40,0,Insight Riot!,0
875,40,1,"is a Digital Marketing Company that helps businesses understand and execute Lead Generation strategies through Awareness / Traffic Strategies, Optimization and Hypothesis Testing and Marketing Funnel Automation and Reporting.",0
876,40,2,Long and short...we help companies leverage technology for business growth.,0
877,40,3,Looking for an admin assistant who can (and will enjoy) handling all the day to day adminstration for company Founder.  ,0
878,40,4,"This will include lots of communication (phone and email), scheduling, logistics (errands :), purchasing and generally keeping things organized.  ",0
879,40,5,The adminstrative assistant will be responsible for handling multiple streams of communication and adminstrative work in order to free up time for the Founder; ideally handling most (or even all) communication and scheduling.  ,0
880,40,6,They will be able to communicate clearly via email and phone and have no problem juggling multiple tasks / projects simultaneously.  ,0
881,40,7,"To be considered, a candidate is highly organized, thrives on details and loves just getting stuff done.  ",0
882,40,8,The perfect candidate will be flexible and good humored about his / her tasks from day to day.,0
883,40,9,The ideal candidate is curious by nature and ready to jump into projects,0
884,40,10,she may not be 100% familiar.  ,0
885,40,11,We're looking for the right person...not necessarily the perfect skill set.,0
886,40,12,"Available for work in the next 30 daysAvailable for full time (although we'll consider a ramping up/ transition arrangement)Located in Grand Rapids, MI (this position requires local proximity)Has reliable transporationHas a functional computer (ideally laptop)Is technically proficient (Web, Email, etc.)Loves being organized and taking care of the detailsExcited about joining a growing company and supporting growing clients*Willing to engage as contract worker en route to full time / salaried employee to ensure good fit for both of us",1
887,40,13,TBD upon salaried employee statusPay scale commensurate with pereceived ability to make life easier for Founder,0
888,41,0,Aptitude Staffing Solutions has redesigned the recruiting wheel.,0
889,41,1,"Our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team.",0
890,41,2,Join us in a fresh new experience of leveraging your career...the way it should be! ,0
891,41,3,"All represented candidates enjoy the following perks:Expert negotiations, maximizing total compensation package Signing bonus by Aptitude Staffing in addition to client signing bonus (if applicable)1 Year access to AnyPerkRelocation Services for out of town candidatesContinued education in your area of profession, seminars, workshops and other skill development events Contract employees receive quarterly bonuses for the duration of their project Direct-Hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed companyAll candidates are encouraged to participate in our Referral Bonus Program &amp; earn $500 - $1,000 per hired referral            ",0
892,41,4,Responsibilities:Duties and Responsibilities:Makes recommendations and implements programs for handling environmental issues in full compliance with applicable regulations.,1
893,41,5,Application of ISO 14000 Environmental Management Systems.,1
894,41,6,"Produces written documents with clearly organized thoughts using proper sentence construction, punctuation, and grammar.",1
895,41,7,Enter data or information into a computerized maintenance management system.,1
896,41,8,Work safely and communicate a commitment to work safely to others.,1
897,41,9,Be the environmental champion and liaison with:PersonnelContractorsConsultantsRegulatory agency representativesManages the Environmental Compliance Action Plan.,1
898,41,10,Ensures environmental records management process meets agency requirements and uses resources effectively.,1
899,41,11,Regularly performs Process Hazard Analysis and participates in investigations.,1
900,41,12,Manages projects and timely communicates problems and achievements.,1
901,41,13,Meets regularly with employees and contractors.,1
902,41,14,"Oversees and performs environmental inspections, audits, and sampling.",1
903,41,15,Ensures appropriate environmental training is completed.,1
904,41,16,Assists in completing and submitting agency submissions.,1
905,41,17,Assists in the review and reporting of the impact of environmental regulatory change on the business.,1
906,41,18,Demonstrates focus on continuous improvement and environmental sustainability systems.,1
907,41,19,Participates in the HES Committee.,1
908,41,20,"Qualifications:Minimum Education, Knowledge &amp; Experience:Bachelor’s degree in Environmental Science, Environmental Engineering, Environmental Planning, or a related field (biology, geology, hydrology, chemistry, natural resources, etc.).",1
909,41,21,Another degree may be acceptable with experience in environmental compliance.,1
910,41,22,Minimum of three plus (3+) years of professional level experience in the field of environmental compliance is required.,1
911,41,23,Demonstrable experience in the application of environmental laws/regulations.,1
912,41,24,"Experience with the following agencies and programs is highly desirable:SJVACD, CARB, BLM, DOGGR, EPA.Hazardous and non-hazardous waste, air permitting and testing   (Title V), wastewater disposal, spill response (SPCC), biological surveys, and resource management.",1
913,41,25,Has or is working toward an environmental certification listed by NREP is highly desirable.,1
914,41,26,"Knowledge and prior use of Microsoft Office programs including intermediate knowledge of Microsoft Excel, Power Point, and Word.",1
915,41,27,Microsoft SharePoint experience is a plus.,1
916,41,28, Please Apply for Immediate Consideration Qualified candidates contact: Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1#                                                                         ,0
917,42,0,incrediblue is busting the myth that boating is only for the rich and famous by enabling any traveller to book an amazing holiday on a boat.,0
918,42,1,"As it happened in lodging and in transportation, incrediblue is changing the travel industry again, by introducing a whole new travel category; boating.",0
919,42,2,Boating is the ultimate vacation with all the comforts of being at home while you are exploring new destinations.,0
920,42,3,"We are an innovation driven, committed and fun to be around team, where every contribution, no matter how little or big, counts.",0
921,42,4,"So if you're a passionate professional with solid experience who wants to work in a world-class internet company, you are in the right place.",0
922,42,5,"As with all incrediblue team members, we’re looking for someone who takes pride in their entrepreneurial spirit, discipline, proactivity, guerilla mindset and great teamwork skills.",0
923,42,6,That’s us!,0
924,42,7,"Incrediblue is changing how people experience vacation on the sea, globally.",0
925,42,8,"We are a small, but committed team where every contribution counts.",0
926,42,9,We love what we do and are always looking for skilled and excited developers to join our team.,0
927,42,10,We are looking for a passionate full-stack web developer to join our development team.,0
928,42,11,The ideal profile combines experience in both server-side and client-side code.,0
929,42,12,You should be able to demonstrate prior experience on web sites you are proud of.,0
930,42,13,"This position is for our HQs in Volos, Greece.",0
931,42,14,"You should be able to prove you are experienced in the following:2+ years of experience with MVC frameworks, preferably Ruby on RailsHTML/CSS, experience with the latest HTML5 and CSS3 features is a plusClient-side JavascriptRelational databases, preferably PostgreSQLBonus skills:Client-side javascript MV* frameworksTDD and/or BDDPerformance optimizationSource version control, preferably git",1
932,42,15,"Benefits include:Software and tools of your choiceAttendance expenses paid for one developer conference or workshop of your choice per yearCompetitive salary, depending on skills and experienceStock option planLunch &amp; caffeine is on the housePrivate health insurance",0
933,43,0,Envision Consulting conducts retained searches for nonprofit clients seeking to expand and enhance their mission through talent acquisitions.,0
934,43,1,"We specialize in providing solutions to not-for-profit organizations, offering coaching, planning and staffing tailored specifically for growth and impact.  ",0
935,43,2,"Because we understand the nonprofit arena, Envision Consulting is uniquely positioned to attract and engage passionate and experienced #URL_135acbfca77647cdc1c6411a737326862613a94ee0e7607ca7fbf82ed3de56e1# can learn more about Envision Consulting at #URL_89817e06eaa567855f835d96bceed4bd74a3ce6bf209bc589b2a9b2da5422608#",0
936,43,3,"BACKGROUNDCLIENT is a nonprofit organization dedicated to providing the homeless and at-risk of Los Angeles with nutritious meals, clothing, and assistance in the transition to employment and life off the streets through case management, job development and transitional housing services DEFINITION The Client Services Director (CSD), a case management and supervision specialist, is responsible for providing case management and employment services to homeless clients, as well as thorough evaluations concerning program participants.  ",0
937,43,4,"The CSD advocates for meaningful rehabilitation, employment and stabilization of program participants through assessments, evaluations, supervision and overall support.  ",0
938,43,5,This is a direct service position that is 80% case management with clients and 20% administration/management.,0
939,43,6,The CSD reports directly to the Executive Director.,0
940,43,7,DUTIESConducts intakes and screenings of current program participants and participant applicants.  ,1
941,43,8,"Investigations include: drug screening, current living situation, mental stability, personal background and family data.",1
942,43,9,"Compiles, analyzes, evaluates, and reports to the Executive Director all information obtained during weekly and daily meetings with participants.  ",1
943,43,10,"Identifies and develops appropriate goals and benchmarks, as well as formulating specific recommendations using comprehensive knowledge of all relevant laws and local resources.",1
944,43,11,Creates and expands program opportunities for outside employment by actively developing relationships with local businesses and organizations.,1
945,43,12,Maintains regular contact with employers already participating in program and develops professional skills for program participants.,1
946,43,13,"Ensures program commitment and follow-through by developing supervision and treatment plans that include identification of individual needs, establishment of specific objectives and plans to meet those problems and objectives.",1
947,43,14,Supervises program participants through direct meetings and phone communication.  ,1
948,43,15,"Implements supervision plans, provides counseling, and makes referrals to social agencies. ",1
949,43,16,QUALIFICATIONSBachelor's degree from an accredited college or university and a master’s degree in the field of social work or related field.,1
950,43,17,Minimum of three years of specialized experience working directly with the homeless or at-risk adult populations.  ,1
951,43,18,"Demonstrated expertise in Microsoft Office Suite and specifically Microsoft Word 2010, Microsoft Excel 2010 and Microsoft Outlook 2010.",1
952,43,19,"COMPENSATION AND BENEFITSSalary is up to $75,000 annually.",0
953,43,20,"Benefits include paid holidays, sick and vacation time and Health insurance stipend.",0
954,43,21,HOURSPosition consists of 40-hour workweeks from Thursday to Monday.,0
955,44,0,Pioneering advanced analytics vendor RapidMiner is redefining how business analysts use Big Data to predict the future.,0
956,44,1,"With an open source heritage, RapidMiner is one of today’s most widely known and used predictive analytics platforms, providing powerful solutions for a wide variety of industries.",0
957,44,2,Pioneering advanced analytics vendor RapidMiner is redefining how business analysts use Big Data to predict the future.,0
958,44,3,"With an open source heritage, RapidMiner is one of today’s most widely known and used predictive analytics platforms, providing powerful solutions for a wide variety of industries.",0
959,44,4,RapidMiner is looking to hire an experienced DevOps Engineer with a strong passion and talent for hands-on systems and software engineering.,0
960,44,5,"You will architect and implement solutions across all aspects of our systems infrastructure, ensuring high-availability, high-performance, scalability and stability of the entire infrastructure.",0
961,44,6,"ResponsibilitiesCollaborate with lead Cloud Architect, DevOps team and developers to tackle the high scalability challenges that come with rapid growthActively monitor the stability and performance of the server infrastructure (dedicated &amp; cloud)Ensure that the infrastructure and applications are stable and resilientAutomate everything that should be automated in the infrastructureImplement infrastructure that enables rapid development and releases",0
962,44,7,"B.S. or M.S. Computer Science, Engineering, MIS, or related fieldSolid experience with Java web-app development, JBOSS, hosting (Tomcat) and load-balancing (haproxy)Very strong knowledge of UNIX and TCP/IP networking fundamentalsExperience with infrastructure automation techniques and tools (e.g. Puppet)Experience with automated server provisioning in virtual hosting environmentExperience with eCommerce payment gateways, preferably StripeExpertise with database hosting (Postgres/MySQL), scaling, performance tuning, and caching (Memcached, Redis)Sharp and tenacious troubleshooting skills: Ability to fix just about anythingStrong analytical skills, including the ability to define problems, collect data, establish facts, and draw valid conclusionsStrong communication skills and willingness to take initiative to contribute beyond basic responsibilities",1
963,44,8,RapidMiner is an Equal Opportunity Employer.,0
964,44,9,We offer competitive salaries and excellent benefits.,0
965,45,0,"LLC Infobest Systems operates with quality in the Business and information technology sector providing businesses/clients/individuals with software, consulting, web technologies, networking solutions, hardware supplies, maintenance and financial services to various industrial sectors in international markets company.",0
966,45,1,"Started our operations in NJ, now grown into states across the country, we are a leading force in the software industry.",0
967,45,2,Assistant Sales Manager is responsible for overseeing all aspects of sales and strategy development within one or more stores.,0
968,45,3,"This includes sales in all customer segments for our software and related products: commercial, industrial, personal and all types of software.",0
969,45,4,Expectations for this role include:· Driving sales in a designated market and ability to manage our online stores.·,0
970,45,5,Calling on the corporate offices of the targeted customers in the market to develop relationships and close sales.·,0
971,45,6,"Coordinating sales efforts with City Reps, Regional Managers, Zone Managers and the National Sales Mgr-Res &amp; Multifamily / Commercial.·",0
972,45,7,Working with Sales Representatives to develop key customer tactics and strategies.·,0
973,45,8,"Communicating appropriate information to all stakeholders, including internal and external customers.·",0
974,45,9,Managing pricing templates with Regional Sales Managers.·,0
975,45,10,Managing an established budget.·,0
976,45,11,Maintaining and directly managing key customer relationships.·,0
977,45,12,Interfacing and working closely with store operations to ensure attainment of sales and operating goals.,0
978,45,13,Maintaining price objectives across the territory and for agreeing to special deals beyond normal established price lists and terms and conditions.·,0
979,45,14,Establishing performance goals and plans for each Sales Representative and conducts regular reviews to ensure performance standards are being met.·,0
980,45,15,"Adhering to all LLC Infobest Systems policies and procedures including safety, ethics, finance, and human resources.",0
981,45,16,Candidates must be authorized to work permanently in the United States.,0
982,45,17,We would like to thank candidates who submit their interest for this position.,0
983,45,18,"Due to the volume of resumes that we receive, only those candidates selected for interviews will be contacted.",0
984,45,19,"LLC Infobest Systems prides itself on the quality of its employees and as such, candidates who receive a job offer will be required to successfully pass  a background check.",0
985,45,20,"LLC Infobest Systems offers an opportunity to grow and develop your career in an environment that provides a fulfilling workplace for employees, creates an environment for continuous learning, and embraces the ideas and diversity of others.",0
986,45,21,An Equal Opportunity Employer.,0
987,45,22,"· Bachelor of Science degree in Business, Marketing or Related Field.·",1
988,45,23,"Previous experience as a sales representative in commercial, industrial, residential/multifamily, residential, and/or industrial maintenance market segments.·",1
989,45,24,Excellent organizational and communication skills. ,1
990,45,25,"· Proficient verbal and written communication skills and knowledge of Microsoft Outlook, PowerPoint, and web based applications.·",1
991,45,26,Flexible schedule (some evenings required) and ability to handle unscheduled sales appointments,1
992,45,27,"In addition to significant career growth opportunities, full-time employees enjoy a competitive salary, commission plan, 401k, life, health, dental and vision insurance.",0
993,46,0,"Mailjet is a market leading Email Service Provider with over 25 000 clients and rapidly expanding across Europe and abroad due to its innovative approach in offering speed, deliverability and insight to sending emails through an unparalleled user experience and  comprehensive set of APIs.",0
994,46,1,"We currently have offices in France, UK, Germany, Belgium, Spain and Canada and are looking for the next wave of business and technical talent to accelerate our expansion and reach our aggressive goals.",0
995,46,2,We are currently hiring for the following positions based out of our headquarters in the heart of Paris and abroad.,0
996,46,3,"If you think you have what it takes to be a part of a fast moving and dynamic team, contact us today.",0
997,46,4,We're looking for a passionate &amp; hungry Brand Content Marketer to join our HQ team in Paris and be integral part of the marketing team.,0
998,46,5,The team’s goal is to grow self-service sales by providing top-notch content in plenty of relevant places.,0
999,46,6,You’ll have the opportunity to impact the execution of our marketing strategy and we expect your creative and analytical mind to contribute.,0
1000,46,7,"From content creation, social media management, PR agency monitoring to online acquisition and in-person evangelism.",0
1001,46,8,You are accountable for every English-written content related to Mailjet.,0
1002,46,9,We are looking for an English nativespeaker.,0
1003,46,10,You are also in charge of developing our marketing efforts in the UK  via remote and regular trips to London.,0
1004,46,11,Writing is your hobby and passion and you learn fast due to your natural curiosity.,0
1005,46,12,"We're looking for a hyperactive marketer but someone that also likes to have fun and share a smile!ResponsibilitiesRegularly produce and distribute compelling content - you’ll create sharable blog posts, infographics, white papers, case studies, and guides that our customers (and the Web) need.",0
1006,46,13,"Don’t worry, our marvelous tech team will provide you with the input you need.",0
1007,46,14,"Be the voice on Social Media (Twitter, Facebook, Linkedin, etc).",0
1008,46,15,"Get the word out about cool stuff we’re working on, engage with customers, and monitor mentionsEnergize",0
1009,46,16,"Mailjet's IRL presence by attending / organizing / sponsoring tech and e-marketing events in France and in the UK and by collaborating with blogs and online magazinesDive into acquisition &amp; campaign data, provide actionable insight, and identify growth opportunitiesCoordinate with our local PR agency to promote the Mailjet brand",0
1010,46,17,RequirementsNative English speaker living in ParisYou LOVE to consume and create content (in a limited time).,1
1011,46,18,You’ve lived a breathed content marketing and know its value.,1
1012,46,19,"You are complimented on your writing skills by your peersComfortable and confident on Social Media, we’ll need you to leverage those skills to engage our communityAnalytical and data driven because if you’re not measuring, you’re not marketingEntrepreneurial, self-motivated, and an ability to prioritize effectively.",1
1013,46,20,"You’re expected to hustle and be a problem solver, we won’t be looking over your shoulderFlexibility to occasionally travel and attend events, as neededGeeky &amp; curious nature, you like talking tech and excited to learn fast about new thingsThe socializing type: it's a pleasure to work with youFilled with ENERGY!Bonus Points!A previous experience in inbound marketing or brand",1
1014,46,21,marketingAny experience regarding newsletters / emailingHave Design experience?,1
1015,46,22,Photoshop &amp; InDesignGot Front-End Dev skills?,1
1016,46,23,Double Great!,1
1017,46,24,"HTML/CSS/JavascriptWritten and/or verbal fluency in multiple languagesPrior startup experience, either your own or elsewhereIf you aready have a French work permit, it would be a big cherry on this cake",1
1018,46,25,Early stage hand's on learning and amazing career potential!,0
1019,46,26,"As a direct report to the Chief Marketing Officer, you will have an amazing opportunity to both learn and be implicated in progressive online marketing strategy and techniques.",0
1020,46,27,The ability to plunge yourself in the life of a fast-moving start-up that is growing quickly across the globe.,0
1021,46,28,To contribute directly to the development of a rapidly expanding organization and learn a ton from successful veteran entrepreneurs.,0
1022,46,29,"Status/Salary: highly motivating, with strong incentives on performance.",0
1023,47,0,incrediblue is busting the myth that boating is only for the rich and famous by enabling any traveller to book an amazing holiday on a boat.,0
1024,47,1,"As it happened in lodging and in transportation, incrediblue is changing the travel industry again, by introducing a whole new travel category; boating.",0
1025,47,2,Boating is the ultimate vacation with all the comforts of being at home while you are exploring new destinations.,0
1026,47,3,"We are an innovation driven, committed and fun to be around team, where every contribution, no matter how little or big, counts.",0
1027,47,4,"So if you're a passionate professional with solid experience who wants to work in a world-class internet company, you are in the right place.",0
1028,47,5,"As with all incrediblue team members, we’re looking for someone who takes pride in their entrepreneurial spirit, discipline, proactivity, guerilla mindset and great teamwork skills.",0
1029,47,6,That’s us!,0
1030,47,7,Incrediblue is changing the way people experience holidays by enabling aspiring and experienced boaters to book unique boats directly from their owners.,0
1031,47,8,"By integrating the 3 key industries of Internet, Travel &amp; Nautical Tourism, we are busting the myth that boating is only for the rich and famous.",0
1032,47,9,"We’re an innovation driven, committed and fun to be around team, where every contribution, no matter how little or big, counts.",0
1033,47,10,"With growth comes great responsibility, so we are looking for skilled and excited professionals to join our team.",0
1034,47,11,"As with all incrediblue team members, we’re looking for someone who takes pride in their entrepreneurial spirit, discipline, proactivity, guerilla mindset and great teamwork skills.",0
1035,47,12,"That’s us!We are looking for a customer-oriented service representative to act as a liaison, provide services information and resolve any emerging problems that our clients might face with accuracy and efficiency.",0
1036,47,13,The target is to ensure excellent service standards and maintain high customer satisfaction via phone and email.,0
1037,47,14,We have two customer segments (boat owners and travellers) and depending on your performance you will focus on one of the two.,0
1038,47,15,"Your daily tasks will require that you: Answer incoming phone calls and reply to emails Identify and assess customers’ needs to achieve satisfactionProvide info &amp; general support to website visitorsKeep records of customer interactions, process customer accounts and file weekly/monthly reportsFollow communication procedures, guidelines and policiesFollow Quality Assurance guidelinesTake the extra mile to serve customers",0
1039,47,16,"Must have: 2+ years of customer support experienceStrong phone contact handling skills and active listening (English, Greek)Ability to multi-task, prioritize, and manage time effectivelyCustomer orientation and ability to adapt/respond to different types of charactersWill be a plus:Familiarity with CRM systems and practicesUniversity degreeSailing/boating experienceOther foreign languages",1
1040,47,17,"Competitive salary, depending on skills and experiencePrivate health insuranceLunch &amp; caffeine is on the houseAre you excited by the opportunity of becoming part of a young, ambitious and entrepreneurial team who is innovating 3 industries at the same time?",0
1041,47,18,"Would you like to be an early employee of a well-funded, tech startup with incredible dynamics?",0
1042,47,19,"If yes, apply now for the position of Customer Care Team Member here.",0
1043,48,0,"Being into the IT domain for over 4 years, Walkover specializes in web based application development and mobile application development.",0
1044,48,1,It has been creating innovative products since it was founded and continues to introduce new products from time to time.,0
1045,48,2,"Technologies we useCore PHP, Python, #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#, Android, Windows, open source software and powerful AWS servers.",0
1046,48,3,"Walkover uses the best available technology - premium version of databases and so on, so that our products work smoothly.",0
1047,48,4,Key ProductsMSG91 (SMS solutions provider)MSG91 is an internet based service that allows you to send SMS and critical alerts to the masses.,0
1048,48,5,"Product info:#URL_dec6f6c8d9574a0bc1a076d97338f24cd6025226211457c53c3687296348c0f4#UtterU (International calling)UtterU enables international calling by using mobile dialers, access numbers and other ways like two-way calling.  ",0
1049,48,6,It helps you connect all over the world at very low cost.,0
1050,48,7,Product info: #URL_c7cee061daffb40439ee81a61a60ff7f68ca42dd3fd22258a611ff29d71dbae5#Giddh (Accounting software)Giddh is an extremely simple to use Accounting software that manages your day to day financial transactions in a systematic way so that it enhances the efficiency of your business.,0
1051,48,8,Product info: #URL_50c92cae3ee0f3f612d663ce1c86fd894e4c1a6247b98a273f0c828e13c68de2#Saveandsearch (Save your documents now to search them later)A web based tool which enables you to save anything and search later.,0
1052,48,9,Product info: #URL_cbcbf9e91b0d65022dfffc9fcab1f6005b8f6f42b967c08f21d13332ff197003#,0
1053,48,10,"Installation of all Unix, Linux.",0
1054,48,11,Source code and Local Network firewall installation and maintenanceTroubleshooting.,0
1055,48,12,Linux network programming.,0
1056,48,13,"Expertise in C,C++ Language.",1
1057,48,14,Should be able to perform file system configuration and management; define and perform server backups and recovery procedures. ,1
1058,48,15,"Should have good practice of installation, configuration, maintenance, and troubleshooting.",1
1059,48,16,Should have knowledge of shell scripting.,1
1060,48,17,Ability to deal with live servers.,1
1061,48,18,Should have good knowledge of Firewall and IPtable rules.,1
1062,48,19,"Conduct research on server hardware, software, and protocols in support of development efforts. ",1
1063,48,20,Should tune up system for higher performance and load balancing by creating some cluster and other load balance mechanism.,1
1064,48,21,Should have knowledge of use open source monitoring tool and resource management tools.,1
1065,48,22,Flexible Work Timings,0
1066,49,0,RhodeCode provides the leading source code management solution for enterprises. ,0
1067,49,1,"We are powering the world`s largest organizations, who depend on our products to make their software development process more flexible, collaborative, productive &amp; secure.",0
